RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4061,41276622,NTBTX,759,Germany,Female,19,5,54454.13,3,0,0,155487.29,1
4062,59358349,VAEVR,735,France,Male,31,1,223176.58,2,1,1,47413.83,0
4063,61899794,IPAAH,411,France,Female,58,5,166953.64,2,0,1,174656.14,1
4064,27260671,MALSD,352,Germany,Male,19,5,216101.41,3,0,1,14229.37,0
4065,14036405,CJHPQ,779,France,Female,36,2,239120.27,2,0,0,111105.02,0
4066,41579612,WKLAC,417,Germany,Male,18,7,31410.24,1,1,1,157563.68,0
4067,42740087,DKOXO,374,Germany,Male,19,3,24146.81,2,1,1,55210.2,0
4068,64777623,JSTCL,528,France,Male,44,6,200851.96,1,1,0,144435.08,0
4069,26202558,UEDCG,490,France,Female,19,3,216531.51,3,1,0,146964.89,0
4070,46426088,XZUDC,580,France,Male,68,0,145940.36,2,0,0,131190.3,0
4071,59902136,JIMRQ,649,France,Male,27,5,91500.14,1,0,1,79208.02,0
4072,59309063,NNPGJ,512,France,Male,36,4,163157.41,1,1,1,159162.31,0
4073,31485785,IYHCB,660,Spain,Male,30,8,76416.02,3,1,0,129402.41,0
4074,64187581,YRDXK,820,France,Female,65,8,59596.42,2,1,1,122173.76,1
4075,90320156,NJIOU,742,Spain,Female,73,7,122036.3,1,1,1,165640.64,1
4076,45881161,DQJXK,479,Germany,Male,89,6,54038.46,1,0,1,56481.23,1
4077,50249665,HXIPM,794,France,Male,73,1,120925.9,3,1,1,54172.71,0
4078,18274437,BFHRY,595,France,Female,67,7,239151.63,2,0,0,83424.91,0
4079,81015993,UZWDR,646,France,Male,62,2,209946.01,2,1,1,23895.28,0
4080,93981636,FCLVQ,521,Germany,Female,76,5,235407.73,1,0,1,74104.76,1
4081,53840923,HNWQJ,413,Spain,Male,56,9,201582.24,2,1,1,87191.69,1
4082,92184132,LJVCS,380,Spain,Female,38,6,88687.73,2,0,0,104061.05,0
4083,19944145,OKACF,841,France,Male,72,5,203011.31,2,0,1,58262.56,0
4084,83248217,ATYRW,396,France,Female,74,4,230728.94,2,0,1,182300.07,1
4085,94538835,MEHOE,479,France,Female,58,3,236758.95,2,0,1,64164.89,0
4086,80775208,DVGDZ,701,France,Female,87,1,170799.46,2,0,0,171794.65,1
4087,82759216,TSAUG,815,Germany,Male,66,8,52841.66,2,0,1,94540.96,0
4088,21914970,SLFZP,682,France,Female,61,6,9932.29,1,0,0,146449.77,0
4089,94629168,GFQOL,459,Germany,Female,52,6,36800.06,1,0,1,31071.45,0
4090,59573446,KJVIZ,418,France,Male,22,3,241386.73,2,0,0,113481.07,0
4091,71316090,HPRJB,407,Spain,Male,88,4,115524.21,2,1,0,192556.92,1
4092,60391426,DEKLD,455,Spain,Male,91,5,213746.5,3,1,1,136587.73,1
4093,86591881,RLBOI,649,France,Male,91,1,116261.04,1,0,1,165854.96,0
4094,82112225,TALYY,679,France,Female,68,3,165204.4,3,1,0,59603.39,0
4095,71373784,HVHNO,605,Germany,Male,74,3,6035.19,1,1,0,162032.09,0
4096,89601871,CGWMP,661,France,Male,75,3,62466.24,3,0,1,76738.14,0
4097,34483329,SSZPK,520,France,Male,53,6,109067.32,3,0,1,102164.84,0
4098,36678907,YQDYM,732,France,Male,27,6,157657.76,3,1,1,45711.97,0
4099,88839575,JSEHO,822,Spain,Male,67,6,42880.3,1,0,1,102282.69,0
4100,12173513,OAHUA,511,Germany,Male,54,6,191137.87,1,0,1,107983.35,1
4101,19787557,HYXPU,834,Spain,Male,37,1,91101.18,2,0,1,128242.16,0
4102,91354905,BPMYC,635,Germany,Female,30,4,204358.82,1,1,1,175040.42,0
4103,52465194,WVNUX,420,Spain,Female,36,9,24492.27,1,1,0,67921.72,0
4104,16913462,YYXQL,604,France,Female,73,1,169939.15,1,1,0,196985.99,0
4105,72188838,HVUON,803,Spain,Female,62,4,73332.08,1,0,1,171061.09,0
4106,78120794,LLMKB,723,Spain,Female,77,5,198845.79,2,0,1,86555.3,0
4107,66193692,OTEDV,404,Germany,Male,85,2,100542.61,2,0,1,53066.09,0
4108,92773486,PKYIS,672,Germany,Male,74,5,166337.41,1,0,0,23583.97,0
4109,69799781,WNLLZ,746,Spain,Male,71,4,233576.32,3,0,0,54529.2,0
4110,35057299,RRFDU,352,Germany,Male,54,3,5156.66,3,1,1,178059.36,0
4111,78894682,BZRUE,375,Germany,Female,54,9,2779.2,1,0,1,65485.97,0
4112,45637395,VNSMW,662,Germany,Female,31,8,192569.81,2,1,0,36216.17,0
4113,32740075,EKNKU,475,Germany,Male,61,7,161598.26,3,0,0,14308.17,1
4114,98142226,PRVMI,757,Germany,Male,59,6,73244.93,2,1,0,66559.27,0
4115,84741149,LFRPI,402,Spain,Female,18,0,123599.18,2,0,1,51069.01,0
4116,81433524,JUAXH,547,Germany,Female,40,8,10483.92,3,0,1,29418.45,0
4117,74899873,JSWRY,648,France,Female,81,8,48111.4,1,0,0,190706.3,0
4118,79974933,KAJZE,537,Spain,Male,45,5,106124.09,2,0,1,60848.16,0
4119,13835598,VYZIS,535,Spain,Male,21,6,208511.1,3,1,1,11173.6,0
4120,14982042,RGWDC,654,Spain,Female,58,2,119916.8,2,0,1,189412.36,0
4121,94938505,PFSIW,647,Germany,Female,77,4,146590.63,3,1,0,119917.51,1
4122,66635464,NJQHX,553,France,Male,35,6,218438.45,1,1,0,25734.46,0
4123,92162144,XNPZI,846,Germany,Male,80,0,77204.73,1,1,0,15970.18,0
4124,77886431,LUOGB,833,Spain,Male,78,0,175174.83,1,0,1,30491.32,0
4125,79825071,GCGWJ,799,Spain,Male,66,4,215416.81,2,0,1,122383.26,0
4126,11749736,TDZMG,360,Spain,Female,64,8,50653.93,1,1,0,21755.6,0
4127,26828923,YOORS,708,Spain,Female,56,6,89119.54,1,0,1,117946.71,1
4128,18669441,ACJXH,703,Germany,Female,23,0,244952.54,1,1,0,133982.79,1
4129,86586435,CLKKD,823,France,Male,70,4,245804.64,1,1,1,38039.59,0
4130,49658560,ZLOGI,495,France,Male,42,7,55807.48,3,0,1,102802.22,0
4131,62208793,TOYZC,434,Spain,Male,82,7,16611.46,3,0,1,193137.19,0
4132,59756120,TDPFZ,449,France,Female,22,1,67730.4,2,1,1,168932.8,1
4133,89491892,NTASF,453,Spain,Female,82,6,99432.99,3,1,1,147439.23,0
4134,41079502,KEHJS,785,Spain,Female,25,9,110251.4,3,0,0,108369.67,0
4135,86386965,ZJGZQ,395,France,Male,56,4,154701.58,3,0,0,84912.2,0
4136,16687666,CYLTJ,393,Spain,Male,60,8,224875.69,3,0,1,95772.6,0
4137,44333231,PKDBV,627,France,Female,90,2,82587.0,3,1,0,155275.9,0
4138,38699540,MARUV,530,Spain,Male,22,0,212496.13,1,1,1,115316.61,0
4139,74994170,EWQFW,536,France,Female,21,3,23369.73,2,1,1,155284.26,0
4140,10879459,UNSLD,827,Spain,Female,18,6,10468.67,3,0,1,194275.86,0
4141,68581601,RUZVV,463,France,Female,73,0,126011.3,3,1,0,131697.69,0
4142,92630636,CAQAE,840,Spain,Female,62,1,14915.56,2,1,1,124589.68,0
4143,18167707,KMINZ,604,Spain,Male,82,4,98122.45,3,1,1,87170.77,0
4144,20679744,JAAYU,730,Spain,Male,20,8,224194.53,3,0,0,47383.25,1
4145,76120560,UGOCB,729,France,Male,39,0,60370.76,2,1,1,81098.14,0
4146,55584684,HQRHD,379,Germany,Male,89,3,176493.94,1,0,0,108818.47,0
4147,97729219,RPWSO,613,Spain,Male,73,2,75591.35,1,1,0,16622.57,0
4148,23321008,AKADR,447,Spain,Male,35,4,11230.01,2,1,0,100402.95,0
4149,56128264,INKBK,662,France,Female,42,4,139172.65,1,0,0,173808.37,1
4150,64779043,DTJMM,716,Spain,Male,65,9,208713.37,1,0,0,195558.63,0
4151,19240658,YEQFN,678,Spain,Male,48,1,102367.11,1,0,0,172554.25,0
4152,96247296,CAGYL,464,Spain,Male,47,4,154323.46,1,1,0,42676.53,0
4153,17446153,DWGKS,625,Spain,Female,83,8,225005.9,3,0,1,39452.51,0
4154,39961288,OGXSS,837,Germany,Male,27,4,197423.63,2,1,1,84729.32,0
4155,14469353,MXFQO,630,Germany,Female,88,9,48469.1,1,1,1,52831.79,0
4156,98726431,RZOWW,624,Spain,Male,76,1,183345.99,1,0,1,138438.96,0
4157,79623583,OERXY,610,Spain,Male,68,6,125473.26,2,0,1,26066.04,0
4158,45463343,TMURT,680,Spain,Male,26,5,186491.7,3,0,1,94306.66,0
4159,47557413,SOXNS,556,Germany,Female,71,6,123628.89,1,0,1,63267.69,0
4160,44974352,CHYJL,733,Germany,Female,79,7,31989.54,1,1,1,123126.55,0
4161,45733873,BCXUL,677,France,Male,26,9,142477.36,3,1,0,161442.35,0
4162,72468785,WRRUN,560,France,Male,26,4,123033.5,2,0,1,185477.0,0
4163,74669427,PMZZY,564,Spain,Male,41,1,129480.43,1,0,1,193132.02,0
4164,45642494,VSOMK,760,Spain,Female,56,6,219725.61,1,1,0,76726.96,0
4165,85460974,MFBBC,389,Germany,Female,25,6,223709.26,2,1,0,172611.08,0
4166,47416206,ROEJH,829,Spain,Male,42,7,113384.28,3,0,0,122472.98,0
4167,30411011,BALRP,375,Spain,Female,83,6,113933.01,2,1,1,141528.53,0
4168,64659450,FFKHX,376,Germany,Female,27,9,128796.74,1,1,0,171714.81,1
4169,30176968,PREIT,539,Germany,Female,41,6,129897.32,3,1,0,34721.51,1
4170,13800986,TOCLH,432,Germany,Female,76,8,237596.79,3,1,0,190007.38,0
4171,48887321,HCWHP,733,Germany,Male,48,7,162350.12,3,1,0,114005.45,0
4172,54761947,ZCXYI,783,France,Male,28,1,69364.25,2,1,1,73840.63,0
4173,93930896,PLKLF,519,Germany,Female,23,1,132884.2,2,1,0,74358.94,1
4174,77113002,CAHDJ,762,Germany,Female,87,6,156805.9,2,1,1,152690.06,1
4175,64495608,FNOJP,516,Spain,Female,49,9,159942.93,1,0,0,138945.37,0
4176,71957160,ROLAG,537,Spain,Male,56,9,146313.56,2,1,0,148601.22,0
4177,67413553,BRNGG,518,Spain,Male,65,2,44434.04,3,0,0,58069.15,0
4178,80972908,AQOPS,638,France,Female,30,0,8398.3,1,0,1,42337.28,0
4179,60553200,PZQLC,816,Germany,Female,76,8,84460.76,1,0,0,147153.33,0
4180,35209588,JBWVW,578,Germany,Female,84,2,106880.54,1,0,1,66711.34,1
4181,20608790,IKHEP,816,France,Female,73,0,15451.06,3,0,0,52262.87,1
4182,90610414,PQCXB,446,Germany,Male,58,5,203741.83,2,1,1,50775.62,0
4183,95784031,FTJUI,716,Spain,Male,73,3,86019.36,3,0,1,38196.18,1
4184,32640051,ZQOHM,365,France,Male,52,0,228408.19,2,1,0,91094.97,1
4185,69036718,FXTGE,628,Germany,Male,55,3,38602.53,1,0,0,59580.23,1
4186,62488928,XIZRK,484,France,Male,84,7,14233.74,1,1,0,179834.44,0
4187,77917165,GRHJZ,375,France,Male,51,6,120579.03,3,1,1,140936.53,0
4188,99362500,JWWBO,701,Germany,Female,87,0,47282.33,2,0,0,151333.79,0
4189,72900522,FMAOA,361,Spain,Female,28,9,234349.82,1,1,1,86685.99,0
4190,31123873,AMHYK,421,Germany,Male,44,8,2575.85,3,0,1,124039.81,0
4191,10112935,OFJNR,482,Germany,Male,65,5,103154.92,3,1,1,105151.59,0
4192,57720650,WIHBZ,455,Spain,Male,41,1,231686.94,2,1,1,41815.78,1
4193,89549361,OGMDO,569,Germany,Female,35,2,96104.55,2,0,1,19092.2,0
4194,70058562,GQOHK,722,Germany,Female,44,6,23277.32,2,1,1,139868.51,1
4195,65756089,YJEZL,802,Germany,Female,71,2,75723.74,1,1,1,33022.77,0
4196,24369952,LLVPR,526,France,Female,72,2,124502.6,3,1,0,20896.34,0
4197,81389514,EVSZL,631,France,Male,38,4,46287.92,2,1,0,93954.79,0
4198,14523535,ERNNS,482,France,Female,76,2,116640.43,3,1,1,150225.01,0
4199,90097617,NXNEA,371,Germany,Male,51,2,209085.8,1,1,0,156085.0,1
4200,70089647,PFLUE,812,Spain,Female,75,4,218154.49,1,0,0,175959.23,0
4201,98196598,RQKHQ,618,France,Female,65,4,12315.18,2,1,1,47850.66,0
4202,52796369,ADQFJ,761,Spain,Female,71,8,40225.84,1,0,0,197268.63,0
4203,45580542,XWEDB,510,Germany,Female,35,0,68822.53,3,1,1,155009.72,1
4204,55027602,JMSWJ,456,France,Male,20,0,148716.46,3,0,1,39870.54,0
4205,18825150,SCVEA,628,Germany,Male,41,8,90248.69,1,1,0,169737.04,1
4206,65851596,PTNTP,702,Spain,Male,18,4,211010.23,1,0,1,104802.26,0
4207,33706103,RSQWY,584,France,Male,23,3,179167.97,1,1,1,22643.81,1
4208,64898349,GQOQB,367,France,Male,36,1,25114.01,3,0,0,35087.94,0
4209,68458981,IGUHP,591,France,Male,60,8,156139.38,1,0,0,92439.72,0
4210,24418934,BYHRG,466,France,Male,25,5,28253.16,2,0,1,110796.29,0
4211,92323319,XPCIH,635,Spain,Female,86,8,63758.92,2,1,0,190023.56,0
4212,91216090,QYHXJ,631,France,Male,69,4,44467.66,3,1,1,50985.37,1
4213,54005127,AVQII,493,Germany,Female,90,3,43265.49,1,1,0,100079.86,0
4214,35592498,PPFXQ,554,France,Male,64,6,154098.88,1,0,0,52919.0,0
4215,99088493,JXDGO,388,Spain,Female,45,4,140901.23,1,1,0,116096.13,0
4216,72348360,RMDLK,766,France,Male,63,7,44007.04,2,0,1,182770.43,1
4217,90390652,XPGDX,503,Spain,Female,21,7,247543.2,2,1,0,117872.61,1
4218,89322730,YDVWI,525,Spain,Male,25,1,105459.18,2,0,1,106913.4,0
4219,40416728,HLRFD,798,Germany,Male,78,4,24267.33,2,0,1,152524.59,0
4220,90975216,UWOYG,590,France,Male,34,9,30142.25,2,0,1,38046.57,1
4221,48685536,AJHTV,771,France,Male,51,7,145973.43,3,1,0,182066.85,0
4222,97385781,TLVYB,735,France,Female,37,2,244767.35,3,0,0,119750.45,0
4223,79036580,OFQYE,718,Germany,Male,91,6,142987.78,1,1,1,140398.79,0
4224,53864712,PZRNA,483,Germany,Male,51,2,237260.37,1,0,1,165602.54,1
4225,26140113,XPDAO,395,Spain,Female,60,5,111033.21,2,1,0,130657.19,0
4226,36358327,WZNJR,399,Spain,Male,27,1,108960.28,1,0,0,131828.99,0
4227,36299578,RSDHM,515,Spain,Female,47,5,125001.84,3,0,0,148628.07,0
4228,82350548,VVTNM,455,Germany,Female,42,5,174356.36,3,0,0,19924.95,0
4229,31859073,NVQXM,565,Germany,Male,74,7,91903.99,1,1,1,82620.0,0
4230,32536636,WXNXD,495,Germany,Male,80,4,215971.51,2,0,1,192957.98,1
4231,65638138,LXPNF,760,Spain,Female,88,0,7320.35,3,0,0,59007.81,0
4232,87141179,SFXUQ,774,Germany,Male,64,7,109941.05,1,1,1,113028.54,0
4233,31670307,BOVPE,421,Spain,Female,20,8,127747.96,2,1,0,43331.22,1
4234,26215665,VVBNZ,825,Spain,Male,63,0,151758.06,1,0,0,71422.12,0
4235,93269226,XFYIP,679,France,Male,53,4,69017.98,2,1,0,146245.21,1
4236,21756878,YFSUV,622,France,Female,43,5,106869.99,2,1,0,132187.86,0
4237,16469723,WJWXX,596,France,Male,27,3,121134.44,3,0,1,88720.11,0
4238,66434193,GEWFV,795,Spain,Male,51,1,171727.49,3,1,1,188234.48,1
4239,62584289,PJIUM,762,France,Male,25,4,193386.05,1,0,1,157258.89,0
4240,10344126,GEXRE,535,France,Female,72,3,184456.83,1,0,0,60905.53,0
4241,57816341,AUHBF,419,France,Male,27,6,85395.76,2,0,1,98434.8,1
4242,26525823,KRQJL,811,Germany,Female,74,5,249862.63,3,1,0,176826.56,0
4243,37571338,BYJZX,499,Spain,Male,62,2,212166.33,2,1,1,14268.18,0
4244,31884601,MERTD,595,France,Female,67,8,65005.84,2,0,0,120478.59,0
4245,68406092,AABFD,611,Germany,Male,81,3,48776.45,2,0,1,54072.48,0
4246,95023491,OLLAB,375,Germany,Male,19,4,78505.31,2,1,0,22125.82,0
4247,21301119,OAGZF,772,Germany,Female,62,2,113086.21,2,1,1,183443.61,1
4248,15939334,CREYB,489,France,Male,79,7,212699.84,2,0,1,165093.77,0
4249,13330922,BTAUI,448,Germany,Female,31,6,194590.57,1,0,1,45205.78,1
4250,99595715,QMUQB,747,Spain,Male,91,6,212811.53,3,0,1,169019.83,1
4251,60007246,BQWOD,627,Germany,Female,32,7,67989.28,3,1,1,37821.21,0
4252,72022454,HCOBE,400,Germany,Male,31,6,148365.31,2,0,1,100470.66,1
4253,24693325,JSLMN,500,Germany,Female,48,2,70812.27,2,1,1,147896.93,1
4254,59359781,CEUWV,781,Germany,Male,46,2,27255.79,2,0,0,111423.06,0
4255,20854520,TEQLL,804,Spain,Female,44,1,171049.44,3,1,0,171648.34,1
4256,53965824,IAOOH,453,France,Female,26,0,35749.39,3,1,0,127206.79,0
4257,86351077,VQEOM,783,Spain,Male,37,4,166924.44,2,0,1,92070.81,1
4258,23925413,EOSKC,438,Spain,Female,75,3,161991.08,3,1,1,185780.8,1
4259,87870420,CKDDO,490,France,Female,66,1,202562.11,2,1,0,16895.98,0
4260,28093039,ZORMQ,562,Germany,Male,74,0,34888.65,2,0,1,102795.78,0
4261,80542236,YLOMK,582,France,Male,33,2,195870.04,2,1,0,135548.49,0
4262,44325124,ZNUNN,743,France,Male,25,5,249819.13,1,1,1,168851.09,0
4263,32644720,MYTZJ,532,Spain,Male,84,1,212760.61,3,0,0,112819.74,0
4264,31609307,BQKWS,600,France,Male,36,9,187953.02,3,1,1,178248.37,1
4265,44228244,MIQOT,358,Germany,Male,84,6,165541.34,3,1,1,90992.6,0
4266,38735942,VQLSG,428,Spain,Female,53,6,105445.37,2,0,1,70254.43,1
4267,17797698,JGHAT,401,Germany,Female,77,2,182625.04,1,0,1,195024.29,0
4268,16982252,JDRDL,735,Spain,Female,53,0,181044.51,2,0,1,136764.38,0
4269,70078382,LXQYU,758,Germany,Male,28,8,157874.57,2,1,1,90897.86,0
4270,47371474,ZSXKS,618,France,Male,68,4,199069.59,2,0,0,176856.05,0
4271,81648034,PNEKN,575,France,Female,72,1,112190.97,1,0,0,139785.28,0
4272,44091076,FOIZZ,400,France,Female,71,7,30313.18,2,0,0,131207.59,0
4273,44206848,OEPKJ,535,Germany,Male,34,9,139766.93,2,0,1,148422.21,1
4274,88645387,RUOBN,383,Spain,Female,79,9,66260.88,1,0,0,150275.69,0
4275,34938778,JSASW,640,Spain,Male,59,3,96108.27,2,0,1,103666.84,0
4276,74448823,XTIPF,579,Spain,Male,41,9,4353.73,2,0,0,89668.44,1
4277,28484758,EMIHJ,480,France,Female,34,6,95697.65,3,1,0,182763.71,0
4278,30969112,GGYZM,839,Germany,Male,65,4,202200.28,1,1,0,104477.07,0
4279,66418580,QWTNG,469,Spain,Male,87,2,135680.59,3,0,1,51006.11,1
4280,53117886,GKMPR,792,Germany,Male,24,9,2450.13,2,0,1,109104.53,0
4281,70712825,KFJIZ,675,Spain,Male,31,7,117460.96,1,1,0,16540.2,0
4282,78958259,GEAKF,596,France,Female,28,1,72862.91,1,0,1,147430.49,0
4283,44543768,FJDKC,781,Germany,Male,29,0,119387.66,2,1,0,34126.97,0
4284,77073772,BVBNO,541,Spain,Male,22,4,101173.18,3,0,1,31227.61,0
4285,42377375,SZXSM,846,Spain,Female,22,3,232994.8,2,1,0,189807.67,0
4286,75777503,DHPHK,752,Spain,Male,37,9,10294.32,1,0,1,156785.77,1
4287,31937540,RYHUD,672,Spain,Male,71,6,170897.0,1,1,0,88703.47,0
4288,71171235,BNVSR,559,France,Female,72,8,212756.65,2,1,1,55519.47,0
4289,40995053,GKYZW,452,Spain,Female,75,5,239809.65,2,0,1,170263.19,1
4290,55848553,YSGZB,678,Spain,Male,47,0,44409.06,2,1,0,194030.93,1
4291,34198505,NERQZ,721,France,Male,41,7,132826.2,2,1,1,106587.28,0
4292,25551270,MDIJC,809,Spain,Female,90,1,10897.39,3,0,1,120214.45,0
4293,65978831,IWJNQ,482,Germany,Male,20,3,124795.88,3,1,1,56180.16,0
4294,15666912,HRFME,672,Germany,Male,65,2,31364.52,3,1,1,121957.55,0
4295,36237808,RBUCU,488,Spain,Male,88,5,209474.17,3,1,1,86113.55,1
4296,47872852,BJXJY,470,France,Female,39,1,28467.5,1,1,1,170659.91,1
4297,86152968,TIZRM,443,France,Male,31,4,128322.09,1,0,1,81651.47,0
4298,75029125,EFBOV,801,France,Female,65,8,130274.02,3,1,1,133268.04,0
4299,80314092,BTXRG,802,Spain,Female,46,2,242912.62,2,1,1,48658.54,0
4300,23453858,QCXZR,478,Spain,Female,67,1,163745.17,1,1,0,27227.84,0
4301,32076454,EUIDN,440,Germany,Female,27,1,71960.07,2,1,1,17667.49,0
4302,37329173,BSEXQ,441,France,Male,88,8,60199.83,3,0,1,88972.63,1
4303,74711285,MTELH,412,Spain,Female,44,5,32062.05,1,1,0,41070.46,0
4304,66846596,MOIOX,378,Spain,Male,45,1,189128.68,1,0,1,198761.24,0
4305,98866217,QLSJI,559,Spain,Female,26,2,172689.16,1,0,1,161692.84,0
4306,50271958,EJKYT,361,France,Female,88,0,152469.28,1,1,1,141740.9,1
4307,14429899,UABWA,682,France,Male,43,1,10210.11,3,0,1,162630.51,1
4308,74485846,YVWGR,646,Germany,Female,25,1,190707.22,1,1,0,59921.98,1
4309,45502493,BWZHM,479,France,Female,19,1,160471.89,3,1,1,177060.16,0
4310,17347000,PUZMP,642,Spain,Male,74,6,240972.22,1,1,1,199170.92,0
4311,66912766,RMQEZ,522,Germany,Female,69,2,146800.53,3,0,0,65072.35,0
4312,82141525,OEJLR,557,France,Female,75,3,75987.98,3,0,0,197083.25,0
4313,73105480,FILDO,781,France,Female,20,1,95380.14,2,1,0,70875.34,0
4314,27675548,UCPST,373,France,Male,25,4,43960.18,3,0,1,12227.39,1
4315,84712740,LKJNN,448,France,Female,76,8,180728.55,2,0,0,79770.67,1
4316,30803158,VNREP,755,Spain,Male,19,8,176930.42,1,0,1,199527.85,0
4317,23654687,SIGQQ,705,France,Male,79,6,50162.5,2,0,0,130678.74,0
4318,37700781,ABRRL,488,Spain,Male,66,7,39622.33,3,1,0,142139.78,0
4319,52106227,SHICS,663,Spain,Female,37,4,19251.23,2,1,1,55285.96,0
4320,56592494,EIHQU,523,Spain,Female,46,4,227993.94,1,1,0,37724.82,0
4321,98589935,PMESU,378,Germany,Female,34,2,58267.46,2,0,1,178246.98,0
4322,48802832,KNHQI,768,Spain,Female,91,5,86040.88,3,1,0,88544.52,1
4323,18556135,XYPTT,845,France,Male,39,0,70126.13,3,1,0,10780.44,1
4324,92559572,UANLQ,492,Germany,Male,23,2,103406.15,1,1,1,65906.73,0
4325,12744804,DIBXU,665,France,Female,79,1,178512.2,1,0,1,47189.1,1
4326,68630789,ONKFJ,700,Spain,Female,48,6,217648.91,2,0,0,124716.73,0
4327,45142251,LXBBS,391,France,Male,79,8,45649.69,1,0,1,153663.4,0
4328,74138257,IETIQ,838,Germany,Female,29,3,171603.09,3,1,0,104524.71,0
4329,76729565,XIQSI,648,Germany,Female,29,6,88140.54,2,1,1,45320.81,1
4330,31959317,BLMFC,557,France,Female,80,7,245131.79,2,1,0,21013.25,0
4331,53463413,MMYOZ,679,France,Female,33,9,74729.79,2,0,1,69571.46,0
4332,16356381,HQYRY,782,France,Female,42,1,1798.24,2,1,0,163133.04,0
4333,92158288,ARITG,541,Germany,Female,39,6,128909.99,1,0,0,89707.57,0
4334,44148989,ZTNDW,509,Spain,Male,35,2,37682.77,2,0,0,57927.71,1
4335,50794346,ISDPO,413,France,Male,62,7,11123.61,2,0,0,13937.71,0
4336,68685855,IAHVO,592,Spain,Male,85,5,174567.31,2,1,1,104251.79,1
4337,78098985,SSIMA,607,Germany,Male,29,2,183064.82,3,0,1,140116.2,0
4338,38615154,SKCZJ,501,France,Female,66,7,115174.75,3,1,1,46162.6,1
4339,55188745,SURQU,564,France,Female,50,2,169221.38,1,0,0,112065.88,0
4340,51400302,EXRPI,671,Germany,Male,80,8,134559.86,3,1,0,89940.36,0
4341,59802235,JHMJW,515,France,Male,35,2,157450.28,3,0,0,143750.06,1
4342,94369522,LHJJJ,380,Spain,Male,71,0,149175.99,1,1,1,173514.93,0
4343,25510435,RAAJV,720,Germany,Male,44,1,166455.69,1,1,1,68339.29,0
4344,92568904,WATWP,581,Germany,Male,42,3,49907.66,2,0,1,181906.5,0
4345,70141083,PVRKA,631,France,Female,51,1,67176.66,2,1,1,144320.84,0
4346,55874854,QCXHD,378,Germany,Female,77,3,109990.79,1,1,0,17061.56,1
4347,78860661,HQKOE,544,France,Male,71,3,111532.0,2,0,0,160336.15,1
4348,85594878,ZMMOU,683,France,Male,22,3,193602.93,2,0,0,103979.14,0
4349,76371730,VMBRV,605,Germany,Female,53,0,91848.41,2,1,0,189637.57,0
4350,13452814,VTBTU,630,France,Female,71,8,40626.29,1,0,1,71489.98,0
4351,50425111,QJRDD,653,Spain,Female,53,9,62866.49,3,1,0,122330.6,0
4352,85147626,LKMKK,670,Spain,Male,86,6,53683.38,3,0,1,191667.77,0
4353,46446344,WKGHF,786,France,Female,56,1,182915.0,1,0,1,61520.35,0
4354,50909998,QUVUO,672,Spain,Male,87,2,117584.9,1,0,0,99671.17,0
4355,26600352,KTLTH,695,France,Male,21,7,177157.67,2,1,1,152974.14,1
4356,51467922,VPKDH,751,Spain,Female,91,6,104054.92,1,0,1,141308.75,0
4357,48353225,DGKKX,742,Germany,Female,82,3,222433.9,1,1,0,169353.62,1
4358,34115111,XWPXA,643,France,Female,57,3,245880.08,1,1,1,108761.37,1
4359,72904494,XQBOK,436,France,Male,54,8,167460.63,1,0,0,70595.03,0
4360,25438825,ENMQK,498,France,Female,84,4,215953.14,2,0,1,111666.08,0
4361,76331072,PRGAF,598,France,Female,48,4,126983.32,2,0,1,76492.41,0
4362,79437340,PEIWN,670,France,Male,64,6,233655.21,1,0,1,43521.8,0
4363,10484273,YLPFT,754,France,Female,44,0,207896.62,1,0,1,115444.24,0
4364,74648545,CSMUQ,632,Germany,Female,68,2,247944.64,3,1,1,19192.31,0
4365,34516082,JRITR,711,Germany,Male,37,1,155773.43,3,0,0,16949.31,1
4366,76293900,IPFTV,728,Spain,Male,30,9,194801.69,1,1,1,22268.97,0
4367,65445376,WYSZS,547,France,Male,80,5,135717.03,3,1,1,137796.12,0
4368,37569057,STOTQ,393,Spain,Male,61,5,64780.03,3,0,1,87327.5,0
4369,15386159,YINIR,705,Spain,Male,41,9,88688.79,2,0,1,103881.88,0
4370,42702702,SFRHF,377,Germany,Female,20,0,223501.35,2,1,0,75245.78,0
4371,49201327,ZUARI,778,Spain,Female,27,5,13986.99,2,1,1,58190.88,0
4372,61058096,VCAQK,366,Germany,Male,82,9,147869.97,3,0,1,78077.98,0
4373,16852902,HRDIV,476,Spain,Female,66,1,93121.01,1,1,1,46741.85,1
4374,86630655,PRVNQ,728,France,Female,75,3,96673.13,2,1,0,138964.0,0
4375,60189143,YCVWV,517,Spain,Male,19,5,221142.8,3,1,1,29329.74,0
4376,29643673,HXADT,593,Germany,Male,83,2,213455.59,1,0,1,108211.14,0
4377,62762640,NDJPZ,736,Germany,Male,48,2,149710.59,2,1,1,100597.13,0
4378,90539718,QDQIA,425,Germany,Female,85,2,68229.71,3,1,0,67365.49,1
4379,98200460,JBHSK,580,Spain,Male,54,3,118864.09,2,1,1,29434.98,0
4380,82410436,VRFGT,553,Spain,Female,90,8,102073.35,3,0,1,143637.96,0
4381,73569689,OGTDG,799,Germany,Female,41,3,88404.51,2,0,1,118212.67,0
